,names,gender
11222,pooja sharma,female
5666,rajendra  pandey,male
10331,rani kaur,female
3245,gafur,male
2675,devender,male
4410,gaurav shankar,male
9857,kali bai ,female
1478,sanchit mittal,male
8097,nitish negi,male
7873,khangara ram,male
2535,rajesh singh,male
11548,kumari suman,female
15251,rekha vays,female
9191,smts. vimala devi,female
6615,vikram khatri,male
6989,bikki ,male
7293,suraj malhotra,male
13270,sharda kharadi,female
14841,shakina bano,female
8856,pryanka ,female
52,mahinder bhakuni,male
1535,afzaj ansari,male
5417,pankaj ratori,male
12826,sania parveen,female
7917,prakash meena,male
5270,lal babu,male
4755,ajay singh,male
4769,ram ayodhya,male
3052,md shahid,male
6769,manoj singh bisht,male
5534,anamol modi,male
10200,sarbari parveen,female
8006,chandpreet,male
2112,avnit / chotu,male
14834,rekha ,female
13478,reetu ,female
3223,sandeep gupta,male
11879,vinna,female
6894,shanbhu lal,male
2879,shyam kishn,male
4333,umakant tiwari,male
7702,aditi,male
6718,ashok kumar sani,male
377,shriram asre gupta,male
294,pram prkash sharma,male
1202,gajender singh ,male
14159,namen khatun,female
14149,pooja,female
8309,parvej ahmed,male
11386,sonali priydarshni jaina,female
7144,jhakar singh,male
12171,shanti bai,female
12079,keshar,female
13097,chhoti,female
6788,shahruf,male
940,laka ram,male
1288,akash hooda ,male
741,naveen ,male
1589,omkar singh,male
5806,bhoopsingh,male
1776,md kamruddin,male
7362,himanshu ,male
3318,randhir ram,male
9279,smt. indra,female
6696,shobharam,male
9378,smt santosh devi,female
4831,amarchand,male
3232,bashudev sharma,male
10175,nisat parveen,female
6507,meghanath suwedi,male
9722,priyaki rav,female
12784,maya kvr,female
10889,simran adhikari,female
6625,ravi chandra natarajan,male
1084,md sokat,male
12294,nikhad,female
14775,smt. ganga devi,female
12687,jyoti bai,female
12741,chhamo,female
3685,bhanu,male
6578,mr. devindra singh,male
193,habib ,male
5428,lokesh deswal,male
8772,sipra,female
14387,sheela devi,female
6659,दिनेश,male
11523,tasbiha siddique,female
1021,joginder pal ,male
15273,kamakshya ,female
4872,kanheya,male
14682,najma khan,female
4844,dharmender singh rawat,male
12954,sneha kumari,female
3561,"ajay negi,",male
11786,preeti ,female
3675,ibraheem,male
5305,raghav sharma,male
11800,nirutma,female
8653,dipti,female
2855,balram ,male
5744,sanjay kumar,male
12604,ku rajindre,female
11552,disi nang ,female
12874,nahida,female
8626,busra ,female
4972,jagdish chandra,male
13908,bunty,female
6674,kumar anand,male
1197,victor singlai,male
9511,jai shree,female
12088,smt smshida,female
5852,mohhmad shahil ragraj,male
2785,pram jeet dabas,male
14057,jayada khatoon,female
6922,newal kishor,male
2382,sahkir kahan,male
14683,kangana,female
4251,narayan dass,male
5960,aashish mathur ,male
6504,pyare lal,male
2651,krishan lal arora,male
3522,imran,male
6633,sheikh hamidral,male
6339,anil singh kushwah,male
11497,neeti,female
2566,alim,male
1714,sahnaz,male
991,manish ,male
3379,ramesh chand tirvedi,male
8514,samadhan more,male
7593,ashutosh kumar,male
15231,usha singh,female
14349,rajani,female
907,mohd faiz,male
2086,aditya ,male
4115,mohamad faruk,male
4557,kamal kishor,male
11449,km shina,female
4306,aryan shrma,male
1846,harshdeep,male
13025,grace p.a.,female
15049,pinki patwari,female
12810,rupal ,female
3836,amzad khan,male
2178,jai prakash kashyap,male
224,ram lakhan ,male
11477,komal kohli,female
2599,parkash kumar,male
13177,kajal ,female
2707,rakesh ,male
10053,farzana,female
7037,khursid alam,male
3375,shiv prasad,male
12683,priyanka ,female
9349,komal ,female
6470,manish ,male
2134,ram singh,male
4641,shakil ahmad,male
886,aanad sharma,male
5968,ramsingh rahond,male
14428,sonu bhawsar,female
10623,yamuna,female
11473,shabbenour,female
8946,badami,female
10202,kirshna,female
3612,ashwani ,male
10493,smt shakuntla devi,female
7820,shankar lal,male
12425,smt. seema jat,female
3012,randhir kumar,male
4198,chhidu ali,male
1661,rajender,male
11469,tannu,female
13381,suman rani,female
6544,nain singh,male
8622,bhuli merutha,female
11319,smt. santa,female
4167,parmod,male
251,viram singh,male
4444,himanshu dagar,male
15258,nahid ,female
10676,kaushalya devi,female
163,satbir ,male
4908,shankar sharma,male
8700,kiran thapa,female
12924,neetu,female
14846,poonam mishra,female
5773,sakal rai,male
802,pradeep kumar sharma ,male
2396,sita ram,male
7575,tinku,male
819,asgar kamal,male
12791,jainab,female
5045,pavnesh,male
6884,lekhraj pahuja,male
9637,amana,female
11299,momina,female
14888,pooja gop,female
9832,alka kumari,female
12376,ladli,female
7724,narender sharma,male
3494,mr. kishan lal,male
357,vishnu parshad,male
3074,mohd ahshan,male
10672,sanju,female
6230,kewal singh,male
12475,kavita talash,female
14769,ranjna,female
3466,tarun ,male
12342,girishchandra,female
4031,rattan vail,male
9782,kumari kamlesh,female
4465,rohitash keer,male
2955,mithun malakar,male
7416,shailesh kumar rai,male
11036,saneha,female
15218,ishu,female
2331,ilayat mudda,male
9294,rencho,female
6580,rampal singh,male
10188,jainab khan,female
3498,mohd shubhan,male
13991,smt. monika bajaj,female
1379,udaiveer,male
9704,pinki mishra,female
486,janeshwar,male
11017,saroj god,female
1534,galiya,male
7377,laxmi shah,male
14721,anita bai,female
10446,smt. sadhana,female
800,nanhey,male
14755,seeta nag,female
7151,ravinder morya,male
7787,mukesh verma,male
4415,budhan yadav,male
8798,kimmi,female
128,kumari sona,male
1765,vishal ,male
7576,padam,male
11123,sagrika ,female
4760,sariq rahaman,male
12400,banita,female
2956,harish tanwar,male
5593,jasvir,male
1588,jishan khan,male
3967,garsh,male
14955,saneha sharma,female
8001,sanjeev kumar soni,male
9533,लक्ष्‍मी,female
13438,kumari renu,female
2646,mujibu rehman,male
11127,swaliya,female
8516,satendra,male
3167,gurmeet singh ,male
6268,mohd sajad ali,male
9725,vinod devi,female
15256,dhrama devi,female
8205,munesh bhati,male
2397,babuddin,male
6957,karan bajaj,male
10563,shahnaz,female
3857,harsh verma,male
13933,annu kashyap,female
2041,maniram,male
8773,bhawna ,female
9230,taniya,female
6419,shivnath shah,male
5108,sahil alam,male
11145,skunatla,female
2472,shekher,male
3212,somprakash,male
8676,firdous,female
5189,ahsan salmani,male
12926,sima bai,female
10571,pooja gupta,female
331,keshav bhati,male
9696,kumari jyoti,female
14251,gurmeet kaur,female
13533,smt. babita,female
9635,pankaj,female
4918,upender narayan jha,male
13133,nilam devi,female
10819,faraha khan,female
6293,nitish,male
449,sagar pandey,male
14702,deepu ,female
13489,rosanjahan,female
4102,som,male
6495,tarun suyal,male
4560,mohd. gulzar,male
6178,chunnu sharma,male
8103,nirmal,male
6517,jeeshan khan,male
2559,vikash jain,male
14783,smt. laxmi devi,female
11316,vakila,female
15095,nikita,female
14461,sheetal,female
15146,rambiri,female
3646,vijay  banshwal,male
3692,rishabh kumar,male
7916,bagaram,male
15036,kumari ritu dabi,female
6333,mangi ram singh,male
12024,kavita ,female
5373,prmod paswan,male
2369,ram suresh,male
5984,abishek kumar,male
7819,mohit chauhan,male
3036,devendra singh,male
13935,begumpur malviya nagar delhi,female
10678,tabasum,female
2207,hera parshad,male
2870,subhas,male
7953,himashu chabra,male
3093,rajeev luka,male
7099,shahid ahmad,male
544,laxman mehtu,male
3028,manav,male
8657,mmt. meena regar,female
4930,sheeak azzul hak rahaman,male
5384,mohd. iqbal,male
6717,laxman rao,male
1863,ravish,male
6397,jamil ahmed,male
4725,mata parsad,male
7211,deepak  saxena,male
11773,kiran sen,female
12765,madhvi ,female
15110,shimla,female
9780,shiva noz,female
13693,kalla bai,female
12165,simran,female
15097,dipa bai,female
2052,sachin gupta,male
12082,geeta ,female
6012,vinod kumar meena,male
12626,aachal,female
2523,gouri shankar,male
4605,ved raj,male
2347,rayish,male
3421,faizal hussain,male
5099,salin malhotra,male
9621,shulekha,female
7961,banty,male
11134,smt. durga devi,female
10168,binu,female
1351,rajish,male
5438,nitin parkash,male
1935,md abbas,male
6032,nawab,male
15274,rama dua ,female
7260,sadab,male
6359,saahil nautiyal,male
12198,ekamjeet,female
4070,ravindar,male
3875,nitesh shyam,male
13295,heena parveen,female
14638,kanchan sharma,female
6530,shivam ,male
12679,iqrar,female
13422,savitri bai,female
11332,sunita dass,female
11975,miss manjula,female
6739,kunod kumar ray,male
7072,vishal,male
53,sameer,male
12008,khshbu,female
11691,vijaya devi,female
4527,ravinder singh,male
8478,harsh kumar,male
11713,seema kunwar,female
301,bhawani shankar,male
5799,satbir kumar,male
6239,latoor,male
14544,ansu,female
13859,prity,female
14920,gotiya gurjar,female
14005,priyaka,female
2425,abdul khalil,male
12130,savita devi ,female
1652,siyaram modi,male
11181,swetha ,female
12665,gulnaz,female
3406,rajkumar saini ,male
119,raja muttu,male
9136,smt kanchan devi,female
12064,smt. parul,female
2539,sheak shakir,male
6932,mohd nazeer,male
6264,nabi hussain,male
9088,turveny,female
7266,mohammad afjal,male
5365,dinesh mongia,male
8120,chhitar lal,male
1525,prahlad,male
4768,ravi ,male
14302,kumari samrin naz ,female
2394,sedarath,male
1134,rajkumarm,male
10915,pinku kanwar,female
7336,mohd faiz ,male
11384,bhagwan jha,female
2797,sh. muzaffar ahmad thoker,male
1612,brijesh kumar  kumar,male
494,ravindra kumar,male
14878,smt devli,female
4889,ram sawer,male
7709,munna shah,male
5827,sagar goswami,male
4661,karan singh,male
6059,rampaal,male
7216,vikash gaud,male
9602,lavi,female
6159,deepaak,male
5544,firakat ali,male
3456,deepa ram,male
12965,priyanka  kumari,female
7899,furkan,male
7136,sohanlal,male
8219,kamal jyoti sharma,male
5973,reenu,male
11636,jarina khatoon,female
12049,asharani,female
9605,jyoti gaba,female
5472,rajendra singh,male
14994,pawan preet kaur,female
4145,sajruddin,male
13301,miraz,female
8674,rukmani,female
14763,manisha,female
11266,jyoti ,female
1915,aditya som,male
11337,mandeep kaur,female
4678,boby,male
4737,manoj jain,male
5038,rudhra pratap,male
5103,govind dev,male
2867,samay singh,male
13913,roshan bai,female
9248,samina khatoon,female
5063,aashish gupta,male
5173,raju ,male
2227,rizwaan,male
10969,farida khatun,female
1864,vinayak,male
13692,लाली,female
7557,fazaley,male
10045,pinky kawar,female
14965,manjusha,female
5721,netrapal,male
2777,pancham,male
6013,arjun,male
13712,attar kali,female
11028,sudhata,female
11912,sony ,female
8292,methun,male
13088,mithlesh,female
6616,ram ji,male
14414,vijay kumar,female
13851,nusrant,female
4855,surya kumar saini,male
815,aasish  kumar,male
2306,sharda rao,male
12421,kiran ,female
4399,vinod chandra upreti,male
14076,bebi,female
14099,nitu rani,female
42,rohitash,male
13686,priyanka ,female
8896,alis,female
2492,ram swroop,male
4492,mukesh vaishnav,male
12869,smt. vidhya tiwari,female
12136,manisha patidar,female
10226,smt vinita,female
4391,nishu,male
14143,goldan kumari,female
12453,sneha singh,female
3593,jhaban,male
12597,shivani ,female
2429,rghuraj singh,male
2594,usman khan ,male
584,hardev,male
1701,aadil sefi,male
2686,saurabh pande,male
1614,rambir singh,male
10882,meenu,female
2292,amit kumar singh,male
660,mintu mulla,male
9555,smt. phuli devi,female
11059,varsha,female
7354,akhlesh ,male
8518,smt. mithilesh sahu,female
11439,smt. bharti,female
5829,rahul drall,male
13640,mini kumari,female
12070,bavita,female
4981,bodu ram,male
13815,razida khatoon,female
9873,shavani,female
5174,mangal singh,male
7940,ajay manjhi,male
6172,kirshan pal,male
13919,saksi chandna,female
12120,madhubala,female
9459,gulnaaz,female
12977,aditya negi,female
14808,momena khatun,female
5909,parteek,male
12786,mishbha sams ,female
236,rahul dhawan,male
9728,shamima,female
11716,manpreet,female
14249,smt ratni,female
11694,miss aanu megwal,female
2015,brij bhusan sharma,male
3935,tohseeem,male
8997,kumari sunita,female
9749,chanchal kumari,female
5726,hom prasad tilija,male
14735,kumari heena bharati,female
9567,mainka,female
4677,munna lal,male
460,j nelson abiman,male
2443,reyaz ahmed malik,male
4604,prashant yadav,male
2014,vishnu kumawat,male
10871,amena bibi,female
9105,ujamma,female
8930,najmin banu pathan,female
6785,badrudeen,male
8467,sarbjeet mishra,male
12634,smt. meena,female
11226,waheeda,female
15255,neelam ,female
14895,saveroon,female
3969,rani ranjan ,male
8086,rajendar prasad,male
10412,ms janky sawra,female
2297,ramesh chander gupta,male
3030,tapan kumar,male
2090,sanjay malik,male
14087,sunita panchal,female
11374,rahimun nisha ,female
358,rajdev bind,male
14219,minaxni,female
12316,kalavati,female
979,rammurti,male
5491,job pulikotin,male
5194,bunti kumar,male
5653,aman singh,male
132,vikash atwal,male
8293,vishal ,male
8613,sozi sarju,female
4730,mohit chouhan,male
6695,islam,male
14500,priya jain,female
6943,yogendra thakur,male
13113,darshan,female
14559,ramvati,female
11928,sunali,female
1377,tarun yadav,male
13328,bharti mishra,female
8634,raju damor,female
1055,sachin jain,male
14985,yogeshwari goyait,female
6428,dharmveer singh,male
4470,mahaveer tyagi,male
14929,ruchika,female
6454,aaftab ,male
10748,durgawati devi,female
3743,subash rai,male
9079,smt babbli,female
13833,gori nandy,female
9281,deepika sharma,female
672,dheeraj  ,male
4963,deepan dev,male
7766,shankar singh,male
12628,chander klan,female
10751,beauty khatoon,female
7109,dhan bhahadur,male
14662,smt. sita,female
4291,mohd. hanif,male
13603,kanchan manjhi,female
1543,mukesh gujjar,male
8445,gafur  teli,male
7566,anil yadav,male
3340,arun ,male
2410,parvinder ,male
11779,vikki kumari,female
13584,aasu,female
7428,rajeev kumar,male
4297,sandeep saini,male
6607,vijesh sahu,male
12118,suda sharma,female
2049,afjal ali,male
12939,deepa,female
5185,md hassan,male
12067,milka,female
12495,shelly,female
8573,pramila katara,female
14064,devi ,female
12054,janki devi,female
11126,farhanaaz,female
8043,heera lal,male
4158,anand ,male
4185,amit pal,male
4515,naresh chand ,male
8123,ravi,male
12392,rajni dhawan,female
1494,osier,male
6031,harinarayan paliwal,male
2874,preet kumar,male
246,dharm pal ,male
7213,ved parkash shani,male
1180,shankar kumar ,male
8368,abhilash ,male
13372,shivani devi,female
4764,nisar ahamad,male
11841,anju jain,female
1880,atul,male
9100,rachna,female
4460,sorabh ,male
7188,prabhjit singh,male
4406,abdul rahman,male
2463,isharar ahmed,male
2254,deepak jha,male
8382,sachin bhavi,male
5994,mo. firoj,male
2217,amarvesh,male
14898,sanju devi   ,female
4933,mohd. shahdab,male
12787,hyatun mulla,female
6235,pramod tyagi,male
4902,bal bahadur kayanchhaki,male
7671,umar daraj,male
11376,sugandha thakor,female
5004,sahdev mishra,male
1233,bahart singh,male
840,kalla,male
12286,jhingi ,female
8551,reshma ,female
1512,hari shankar pandey,male
7722,gugna,male
14821,monika sharma ,female
13768,heera kumari,female
299,bacchu paswan,male
8493,shan mohamad,male
3574,md mustafa,male
10656,basanti baiya,female
5725,seti,male
6341,devender singh ,male
7837,pradeep kumar chauhan,male
7741,ram sharan yadav,male
15194,deepali arora,female
4429,sidhant tomar,male
2764,mohamad,male
3191,roop kishore,male
7437,parmod tiwari,male
11658,pataso devi,female
6990,nazmuslam,male
12658,seema das,female
4596,manish kapoor,male
8122,rakesh deewan ,male
14512,arshi,female
5684,umardaraz,male
6367,saurav,male
7885,mandeep singh,male
7672,surender singh rathore,male
13163,बसन्‍ती,female
9417,sangita choudhary,female
1235,shahnabaz,male
4468,abhijeet sarkar,male
601,raju,male
14825,saheen,female
10763,shekiba sheikh mohammad,female
12689,samaprveen,female
4842,raj kumar,male
5678,raisingh,male
2348,prem nath,male
14319,ritika sharma,female
10358,shweta saxena,female
1826,rafeddin,male
13556,chanchl $ ghuddi,female
9656,gilbahar,female
7765,sagar pal,male
9899,smt shiya,female
13480,moona,female
10939,smt. dayavati,female
13362,sonia kapoor,female
12745,amisha ,female
470,laksh ,male
8271,vijay thakur,male
10402,senthia,female
6847,saheb raza,male
2715,mayank pandey,male
6137,manish khandelwal,male
4080,denesh kumar,male
14320,lilavati kumari,female
6851,arun kaushik,male
4008,bhagirath sharma,male
5031,mohd akil,male
11958,rawana,female
3485,mukesh ,male
12207,smt. seema pandya,female
11082,mallik  jayswal,female
14646,neha parveen,female
14242,shanti gosai,female
14013,lila bai,female
5700,kasim ansari,male
6098,anash,male
5316,numesh kumar,male
7893,babbu,male
2829,bhaddal singh,male
8507,partik munchal,male
14289,riya,female
1243,mohd. ahamad,male
1949,lakki,male
10288,rajkaranta,female
11467,englas,female
4985,mansoor ali,male
15058,savrin,female
9850,reeta ,female
56,jalil ansari,male
3846,naitik,male
7306,ghansyam kuswah,male
5591,sompal,male
9087,soam chokeyiyakra,female
4929,mohd ushama,male
658,ravinder ,male
10844,jyoti / navjot kor / neha,female
5278,shyam lal,male
13181,safiya,female
8738,seema murmu,female
13321,monika munda,female
12829,sangeeta shah,female
13290,arvinder kaur ,female
12861,ranjan devi,female
